node_id,is_ip,is_user,degree,total_attempts,failure_rate,specific_feature,num_countries,num_cities,conn_freq,ua_diversity,score_orig,score_imp
f01eb60eb65438d5624618957d8fd9eef1a5cc4b614c8b24afc0fc895683a20d,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72676986,0.77964133
e7acf5a3fbd462bfc4ded4e6de348edcfed9e4f374110538be0d893b2eec872c,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72673583,0.7796241
6ee508ec8c2e7abfc8083f18d7dd8256e28fab46346261b1b724f85bf37525ed,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.794309,0.0,0.716777,0.76005954
baa73f3931d5033ab27c8089cd37f8569eba77c7bd02fa35cce888969a5abcd0,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.8195263,0.0,0.7888094,0.75995255
a2872384d927223875e55eaccb1920015cbb2ac4dd6e9668987e3176f2978a38,1.0,0.0,0.0,0.002157165,0.125,0.0,0.0,0.0,0.022804646,0.0,0.70666015,0.75167906
6b143b54ccd48e761780ad29f53a5df7fe47d644c1d97858f877162218541be4,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.81058496,0.0,0.43712986,0.73769814
cd244fefc9d43742a005857f167fae9559823fc6689fde6ac12c87a2ba817ae7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7085278,0.7267178
ed55f652b2cc3a1e05532e1ee7f7af87b65e210dbdd3bf181a0417cb3fc18459,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7080654,0.7262168
bae6f8829d87d8a9720ee425c85afb946b37409e7d2d2b5bcea7db3c2859e54c,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73970836,0.7152821
ab73a5b9127516f139744f0f5fae08681c8712e1ab858644467eb738c75b8241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6732795,0.69811463
0717dba6ebb9b0ceecceaea1590194182a6257802388fee6ebf62d3d639dc56d,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67180246,0.6964593
42c4f66a9f2aaf01ecdda4dd68ca7aae7be102c989e2e7127a9b28b6cecf2d58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6381273,0.69100773
644177aed3424701515fbf48ac09d5a325492f12864e8604e3755c711b609ec2,1.0,0.0,0.0,0.0024653312,0.22222222,0.0,0.0,0.0,0.011422631,0.012820513,0.6299205,0.68546134
f9ba9e5988070e8d01807cdeb8cddd01bdc09da367f7fa1f139152af498eecb6,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.84396875,0.0,0.63099253,0.6850039
424fc31b2ab42ec6588fc5a6b45e384c3fa34f64fb55b5f0ee9ed5ca6341e61e,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.7974912,0.0,0.62865824,0.684425
b6d391d849b486f493d521f62e81d9370e5e31abc65fc06f9217ae2d89f0009c,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.84563017,0.0,0.63117903,0.68403715
9ffe37b8759efc2236c1c1f8137179113b43ce3937cb3bc8bd4c149a7d74be2e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6304658,0.6836951
58629c8240b9fd1dd60cf357da10f0fb27d0894df605fca6900011a483b05431,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.82756335,0.0,0.62866175,0.6835536
f8dd65675d8d928e985257ad75956b550103e6443fad56f795a3a6f9c4f9004a,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.85986924,0.0,0.62909603,0.68289
ad509351f6655fefcdbb754489b56e2e9678cf2f7bb76b3a197192b1159ee327,1.0,0.0,0.0,0.0006163328,0.0,0.0,0.0,0.0,0.047156464,0.012820513,0.6655487,0.68283725
d7c2e0aafe43c1f3385f42428f499c45b953a13bc2b3444b909ed83caaa3a77b,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.7727701,0.0,0.6250091,0.68265104
8ba16f6540a2cfb66194ce6327e38e59787d83ac498bea98c92eed9c3f276b11,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.86431146,0.0,0.6275959,0.6820357
3d776abccd4937fde4e42761cae744c5cf6739bb0508496d0f6da48d8f5a6377,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.8019627,0.0,0.62496316,0.6816672
bed03518fe092dbcc0b3f1e0ba66b418b7c950c84f39fcad11cb130339dc8965,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6521352,0.681532
0448aac70381bf63e9d41beff5f73f9e5cd04e62b1474f2ddd8220dbc82ce6d4,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.22779043,0.0,0.6949302,0.679438
0ae8e03388f16893fd03a7fa61764acfb51eead85f5b274aa46ccd0bc72486c6,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.7450438,0.0,0.61640203,0.6776482
f9a65a0635607f21d2e3564fa1cffee8c544ce3a2c234a84fc2352e8e4dc693e,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.746896,0.0,0.61580825,0.6763683
4fe4dddd7d0f945a30146bde699f73904a465a3bd84a76cb18e63b17ffa7b0cb,1.0,0.0,0.0,0.00092449924,0.25,0.0,0.0,0.0,0.0055762595,0.012820513,0.6161125,0.6728771
08e61dd0878e4f5772f20b2a758afa96a61c3b636a2c07d1337524fe3f141036,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.69254285,0.0,0.6079963,0.6717168
4314a4a1e2c37864c86f720c6dc27c970b9c43d1d05a809254f79448e0f1583b,1.0,0.0,0.0,0.0006163328,0.0,0.0,0.0,0.0,0.011775789,0.012820513,0.6555924,0.6699649
acb050c2c82d8288be24cce203a0eddddd3b11310dcf0096f4a83c9968739a7c,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.5797639,0.0,0.6054491,0.66951007
86c4c3333857432f6d57e3de07d5b2117cc4d9204757fa7e4c3a281d56955e1c,1.0,0.0,0.0,0.0006163328,0.0,0.0,0.0,0.0,0.13924667,0.012820513,0.6358537,0.6676768
c70cf4081107cc5f250fa1d4bb6b4224576f3fbed01920b6440a383aa85fbe63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61105293,0.6631128
0e615987c1454d50e18325554a3d548050ae14183a106332a1fbcc35a98a3864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61019164,0.6625991
6ebd42252cb32e38a881fc05f20f9d7642bd7d57b55ecd602968fd625420ec4f,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6089217,0.66255736
4e50c0a12e56b31619db86bbc9456eebd8ddc4e9a43152e375a60bce0bcee037,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.877351,0.0,0.55483454,0.6623071
745c5b48d00fb8a519fb66777bdadb4846913a4bbf694ae8fe4468fba8617017,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.15780337,0.0,0.6005984,0.66229236
7337eedc892a6881a20bf76ce4a0546dda2206d422eb14e95257a9b1ca5e8619,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60861766,0.6611546
44516ebc0d18d802c746708c27da9ddd9a34e3a976f01bceba00fb025ce5392b,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.121743366,0.0,0.60111284,0.66069543
7222ecd71fd45d66897b6c9a3100210df49c7f291b53bb7312f82c27c9f0e5ca,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6077465,0.66015315
26084ffeb78ac93941270289dd6a118b0cdb4d59f59147210f1990c51ed6c303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6061169,0.66012853
018f1463aa3b0147c37976c3d653be5fdbf90b0aed09ba9cb2c0aca1239832b7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6075177,0.65974224
34169b3722e8aafa7ab0777aa0cd88446d2a3ab7618bf6b00d269b41d3fd52ff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60510373,0.6592
743ddeef769d0b8fb24fcec12f8c384dd3b36e0b57d1fbb80088e8f5936f5897,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60640013,0.65906155
1570bae6c6dd021be7936804fda0832182b0ce019886e4a88417bde420374410,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.082068115,0.0,0.6003438,0.65894693
840b99041995c7fa91c712014bac78f4a175af70b5e6a37effb04580b40f7890,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6056469,0.65866435
5a42e038bf407b87b67035e7cee57a568d72e4c622bba95bb648e88c9c6fba2b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6041372,0.6583835
c2f336fbf1884bfc509dfb8182f0216c4c5a0380c19c2d7e4d280cf31aa9fba9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60544986,0.65832275
2bfbd0c0fa3a72f4091a5ec080c4dc484e67c34b86f2f79bd39bdba03e5a25b4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6052638,0.6580576
c2a1cfcbb66b499344e1b1e1e408bda91f5a077c951c69a9bdc29886b544f9fc,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.054086212,0.0,0.59942067,0.65701693
1dd8815ec79483f3466445644034555679a07d73f994dcb1349f0c75fd690327,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6017889,0.6566123
1b5202a7b9a4627108fe76145457b57c25c91bc9acfecb118e20c770f0c9a563,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.8386656,0.0,0.5378058,0.65604436
b40b3b475f6c858d6010019ffcd0ac07af6a4bae8f9a0f96b65d600ab5a9a0be,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.045193654,0.0,0.59776056,0.65572673
2c63bacf13eff75f551aabaff86acda7354be7dd207bb738cc6cf2b20e1de2e3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000784,0.65570587
5a1e2f6f663a496ece40d6f19c81d503e1127d5731026e2547ceec021a4da828,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000497,0.6556816
4353668bd9402ddfc831d4e922d16162a5bb0db9ded7287d1411a6ea9d66e0b5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5997926,0.6554265
a422cba9edb39c52f3eaeb3dad004000bb3d05ec331fddf391d09567c3b74cbe,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.87261,0.0,0.53247535,0.6551955
f51ee0b335d4287e8a4d177d95fcb83e0446e6db779e6646f025e10ae7118069,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.008632299,0.012820513,0.6019692,0.6551945
8c0658e4e6bb8786e8149be52a328322d88ab4df0cfc92cb3b0e2b2d77bf7f20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5993872,0.65486825
e360ceacabe1897c52f8221b2a7e5f796d41a9abc41bb13c578e306428f63a58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5988545,0.65445626
7c65dbd7f7a0a064b8a4823fa647d1a6b937f0ed1ff4a44c74bb49fc25b77a4b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5988545,0.65445626
e567ec0c7164136334476dbac0200ca624bf4c6af2a8b9a5a651f28fdda0daa8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5986098,0.65421146
a8448b2e8a512ab637076a06886d1a54a022fea2ff595403a326f3052ef2c336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5986076,0.65420955
f18d2ce770ad95f600685c176392d8d3565d82f203c8be0906e2afd3a489fe8e,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.86954147,0.0,0.58176875,0.6405249
3aa6f650bdf7f0493c5b452daa8f27114d2e5a2e9d7e09fe7cb3dae29b099820,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.84855735,0.0,0.5621846,0.6398165
916c592e645340eb3d5e593afb35bcdfa859d6dce6b6bd3427da475006697962,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5336565,0.63976115
55a87cf7e633e6f332cca11e7b8ebb179b8820ba4d3a7495fd7f05bfef383940,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.8570912,0.0,0.5813247,0.63953894
a4d3a40ac893884be0d737dcaaa5eade66be216ba4bdf03e683feb7a1e52477a,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.78930664,0.0,0.57662356,0.63734496
3f52754d0d30258e96cbc6532404a6aeaab17872f0d31d6e3d201f637b3e861d,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.62509745,0.0,0.5683963,0.6365057
f52a0260832ba078a100212192691303d7257f47e1b170ea0a9720158e188c78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5958935,0.6357163
c69565d2e1dc87ac92a524a099f08e38f0ef1f42956b3c0a07bcbadd4ef07a79,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.7515014,0.0,0.57312965,0.6356287
1c7076dc8481e4ee99ed2cbefc4af742eb0dc97b89b5bb37646a4b6c6eebe4bf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5617931,0.63387537
2ce6995af4384444d8beb0c2f440556a87b455f4b15c4abaa8acfe644ed2b517,1.0,0.0,0.0,0.0003081664,0.0,0.0,0.0,0.0,0.008941265,0.0,0.5615432,0.6337827
decb4f0743e3eb71393a1ffa691fc8e23aefd12344c615653941ebdc4b06125c,1.0,0.0,0.0,0.0012326656,0.2,0.0,0.0,0.0,0.0070619476,0.012820513,0.6002593,0.63159543
3ef471561c4dcf6a6444782f3a86b7db0fb136ef5a73baa4d0ee6e888ef7a07e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54204655,0.6290201
f8cd5d086bda0033dc97bbd7580d54df2b8fce7ee22b418d26e1e3d2945cf01f,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54175353,0.6288965
84a6e24865d176070189979960ccedeb9102b4963ee96cfa356e212fbd3db48c,1.0,0.0,0.0,0.0012326656,0.4,0.0,0.0,0.0,0.024543615,0.012820513,0.52816296,0.62409514
d718b83a18db633b8e8337415ada430411d1a96a32973a40a09196a6b4c62869,1.0,0.0,0.0,0.00092449924,0.25,0.0,0.0,0.0,0.024140693,0.012820513,0.58146083,0.6209496
b59fa0d82b6889aca63538379700a93f7dd2a71c82c3366fb761365f82d39a9b,1.0,0.0,0.0,0.0006163328,0.33333334,0.0,0.0,0.0,0.14070931,0.0,0.54118943,0.61751944
23c89afdf65143022f79507270faaa7d44847e3972176af01937dd63b53d3f74,1.0,0.0,0.0,0.0006163328,0.33333334,0.0,0.0,0.0,0.031415146,0.0,0.55262756,0.61621
