node_id,is_ip,is_user,degree,total_attempts,failure_rate,specific_feature,num_countries,num_cities,score_orig,score_imp
e1d6e1fc34d7d66f55f134f2780dc8b188604c8465e4ef9f70cf920ced5533bc,2.6011693,-2.6011693,-0.02719859,0.036653753,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
58629c8240b9fd1dd60cf357da10f0fb27d0894df605fca6900011a483b05431,2.6011693,-2.6011693,-0.02719859,-0.017219737,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
8cbb2604dee18acedd5035605f37c390da0b9b565fe2be73f6b6561c7be13cfd,2.6011693,-2.6011693,-0.02719859,-0.035177566,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
90728bf51561f3fe74192ad42ef08e3fdfcb82a451e766b2106b55057fa3b3a2,2.6011693,-2.6011693,-0.02719859,-0.035177566,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
4741ebee23275f8330f4192d4a506510fa20be4b695a5b117bbb73272ae05b2f,2.6011693,-2.6011693,-0.02719859,-0.035177566,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
14cc25e1bb7935b6bed6c4fe91eacdee58eace9874d74a12ee8415c00ca76e29,2.6011693,-2.6011693,-0.02719859,-0.035177566,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
f2b67459034cadded09025c2efe9229c23da208189c4b9aaa2b955161b26d5da,2.6011693,-2.6011693,-0.02719859,-0.035177566,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
0b1fb4d1a9b8fcb75634e561256500e31286a2df77d29df70ca059d77469c6eb,2.6011693,-2.6011693,-0.02719859,-0.035177566,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
b79e5a53cf9d40f6dc5e1838bb0ad9019f3de4554737b315d7acea52596a84a8,2.6011693,-2.6011693,-0.02719859,-0.035177566,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
156865b549309442c5d4454af10ca4a222b0505c192a4f240bf182e2c911c91a,2.6011693,-2.6011693,-0.02719859,-0.017219737,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
55a87cf7e633e6f332cca11e7b8ebb179b8820ba4d3a7495fd7f05bfef383940,2.6011693,-2.6011693,-0.02719859,-0.017219737,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
4314a4a1e2c37864c86f720c6dc27c970b9c43d1d05a809254f79448e0f1583b,2.6011693,-2.6011693,-0.02719859,0.00073809293,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
1dd8815ec79483f3466445644034555679a07d73f994dcb1349f0c75fd690327,2.6011693,-2.6011693,-0.02719859,-0.035177566,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
8fa1ef96148a7797bb2b457fd06c93998f1048e52c81c064013171d6f17c820f,2.6011693,-2.6011693,-0.02719859,-0.035177566,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
ccbc9aa265f4ce0cfe643cf4de27d3980707b4f8327574bcaa7e9fba4f8fa794,2.6011693,-2.6011693,-0.02719859,-0.035177566,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
a0b449afce949fcfe58fd09af6737f250d870916352a1e2f1dbd605e14a4b1de,2.6011693,-2.6011693,-0.02719859,0.018695923,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
6ceabe35bd5476f9907a7144d3147883a6f40ea3871af3ab573e69b321c8b840,2.6011693,-2.6011693,-0.02719859,-0.035177566,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
7ffbc61fa45dfabdbbd4378fb27b28a944798270d2e5136ccb4a05b8fd852425,2.6011693,-2.6011693,-0.02719859,-0.017219737,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
7bd1c0328ca9447dc80090a73d0cd0c25c88953b8b572106ac2410f6b13303cf,2.6011693,-2.6011693,-0.02719859,-0.017219737,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
c2a1cfcbb66b499344e1b1e1e408bda91f5a077c951c69a9bdc29886b544f9fc,2.6011693,-2.6011693,-0.02719859,-0.017219737,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
be8b3a4047e0f18d08ca2adfc4348ebf0933d18cfa659e8d3ea4caaf9071e005,2.6011693,-2.6011693,-0.02719859,-0.035177566,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
6ee508ec8c2e7abfc8083f18d7dd8256e28fab46346261b1b724f85bf37525ed,2.6011693,-2.6011693,-0.02719859,-0.017219737,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
76702ca06b7b5af21a99883174eb19ab808414e2785c1921c079e2c2b283a212,2.6011693,-2.6011693,-0.02719859,0.00073809293,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
6b143b54ccd48e761780ad29f53a5df7fe47d644c1d97858f877162218541be4,2.6011693,-2.6011693,-0.02719859,-0.017219737,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
2770def005d14e7a2214a710b3a7eafc8c2781f6d3efb15dfbb5da69f0cf3f3f,2.6011693,-2.6011693,-0.02719859,-0.035177566,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
189bc95b867273afc941c8565293757e799fdfdafec51b1d0ba84fe03b7873d0,2.6011693,-2.6011693,-0.02719859,-0.035177566,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
9844687dd0bc9c3792fb58e0f0eec47f9a0765853050cb7c636454f75149173f,2.6011693,-2.6011693,-0.02719859,0.00073809293,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
4dfd144d59ea4f0bf1317e7570b3dba7a4e16b5501519aecd5abe8027540bafd,2.6011693,-2.6011693,-0.02719859,-0.035177566,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
f51ee0b335d4287e8a4d177d95fcb83e0446e6db779e6646f025e10ae7118069,2.6011693,-2.6011693,-0.02719859,-0.017219737,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
3aa6f650bdf7f0493c5b452daa8f27114d2e5a2e9d7e09fe7cb3dae29b099820,2.6011693,-2.6011693,-0.02719859,-0.017219737,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
51096c951ef4ac98ee296bb090392dd325ddba987e93130afb30cd415d573a6b,2.6011693,-2.6011693,-0.02719859,-0.017219737,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
745c5b48d00fb8a519fb66777bdadb4846913a4bbf694ae8fe4468fba8617017,2.6011693,-2.6011693,-0.02719859,-0.017219737,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
ae83ee283735f695df32f63002017afb46efe42d43fe3088a575b4a16371aad9,2.6011693,-2.6011693,-0.02719859,-0.017219737,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
8ecb4b7f2c4b82bc1ea1593516e18fc1e8a005af74bcc6e2b7b3b066f4e7c2e8,2.6011693,-2.6011693,-0.02719859,-0.035177566,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
632ea9cf57051c7279a31549411e92789c9b6a6792c70d264d526d0e6073b574,2.6011693,-2.6011693,-0.02719859,-0.017219737,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
1d71f16958377f3b052363458a0ad757b1ca064d29df5413d8798257aa9c6df2,2.6011693,-2.6011693,-0.02719859,-0.017219737,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
b314abf7659a7c821375fe35dbda3f8e2e079b4e99315de93044eca794f2d836,2.6011693,-2.6011693,-0.02719859,-0.035177566,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
e93faa96dec4957c7877611449edd6e651c88b1838a3a479ca98bad8a4a6106f,2.6011693,-2.6011693,-0.02719859,-0.035177566,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
fd1418fb92f6641a5f1f9af40a876cacaad1e23c0a1b1ac34e6143397632e825,2.6011693,-2.6011693,-0.02719859,-0.017219737,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
b570f9e5a22a88c286e7749d33f951ecc83dce75bdee6233729779018fa4abc1,2.6011693,-2.6011693,-0.02719859,-0.017219737,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
ef839b54126b89e8a7fefdef72daa8aed6dc5bf560af8a6486a9bcb93d75143d,2.6011693,-2.6011693,-0.02719859,-0.035177566,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
757a7a4d9044c7e55c8e6ca3280fe6cc189484db8f0d053694e6cc5ef6fb6f42,2.6011693,-2.6011693,-0.02719859,0.00073809293,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,1.0
4396ed58d275c109afdea81f8c1c55c654290e8ea38f2f9a8ef068fa4ee269f8,2.6011693,-2.6011693,-0.02719859,-0.017219737,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,0.9999998
6229c598316ddc9f946737b0803b9f4bfaf345c6051636d8cb5ac1cb7c711105,2.6011693,-2.6011693,-0.02719859,-0.035177566,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,0.9999998
1c390d64072d83517da8b5a2e40f484f35d20c6aa233e1eef27c88845eae9dea,2.6011693,-2.6011693,-0.02719859,-0.035177566,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,0.99999976
f52a0260832ba078a100212192691303d7257f47e1b170ea0a9720158e188c78,2.6011693,-2.6011693,-0.02719859,-0.035177566,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,0.9999997
0717dba6ebb9b0ceecceaea1590194182a6257802388fee6ebf62d3d639dc56d,2.6011693,-2.6011693,-0.02719859,-0.035177566,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,0.99999964
71416914be9c1a99b56c7846a5ae411634c70d76cc72191c593e152a86ba02ac,2.6011693,-2.6011693,-0.02719859,-0.035177566,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,0.99999666
7c65dbd7f7a0a064b8a4823fa647d1a6b937f0ed1ff4a44c74bb49fc25b77a4b,2.6011693,-2.6011693,-0.02719859,-0.035177566,-0.20632145,-0.02719859,-0.18349685,-0.06632164,0.0,0.99997246
9a286090f971d5d723b1d3f93dfc33c871c6c431257d90baf52f56c3cb08e3f3,2.6011693,-2.6011693,-0.005156358,0.00073809293,2.1009214,-0.005156358,-0.18349685,-0.06632164,0.0,0.5
